MSA,demoname,reclat,reclong,Population,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>",name
Santa Fe,"Santa Fe, NM",35.68698,-105.938,147514,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Santa Fe<br><a href=""http://45.35.64.128:8000/details.html?city=Santa Fe"">Link to Page...</a>"
Santa Maria Santa Barbara,"Santa Maria Santa Barbara, CA",34.95303,-120.436,442996,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Santa Maria Santa Barbara<br><a href=""http://45.35.64.128:8000/details.html?city=Santa Maria Santa Barbara"">Link to Page...</a>"
Santa Rosa,"Santa Rosa, CA",38.44043,-122.714,500943,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Santa Rosa<br><a href=""http://45.35.64.128:8000/details.html?city=Santa Rosa"">Link to Page...</a>"
Savannah,"Savannah, GA",32.08354,-81.0998,377476,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Savannah<br><a href=""http://45.35.64.128:8000/details.html?city=Savannah"">Link to Page...</a>"
Scranton–Wilkes Barre–Hazleton,"Scranton–Wilkes Barre–Hazleton, PA",41.40897,75.66241,557942,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Scranton–Wilkes Barre–Hazleton<br><a href=""http://45.35.64.128:8000/details.html?city=Scranton–Wilkes Barre–Hazleton"">Link to Page...</a>"
Seattle Tacoma Bellevue,"Seattle Tacoma Bellevue, WA",47.60621,-122.332,3735216,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Seattle Tacoma Bellevue<br><a href=""http://45.35.64.128:8000/details.html?city=Seattle Tacoma Bellevue"">Link to Page...</a>"
Sebastian Vero Beach,"Sebastian Vero Beach, FL",27.81642,-80.4706,147981,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sebastian Vero Beach<br><a href=""http://45.35.64.128:8000/details.html?city=Sebastian Vero Beach"">Link to Page...</a>"
Sheboygan,"Sheboygan, WI",43.75083,-87.7145,115094,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sheboygan<br><a href=""http://45.35.64.128:8000/details.html?city=Sheboygan"">Link to Page...</a>"
Sherman Denison,"Sherman Denison, TX",33.63566,-96.6089,126146,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sherman Denison<br><a href=""http://45.35.64.128:8000/details.html?city=Sherman Denison"">Link to Page...</a>"
Shreveport Bossier City,"Shreveport Bossier City, LA",32.52515,-93.7502,443974,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Shreveport Bossier City<br><a href=""http://45.35.64.128:8000/details.html?city=Shreveport Bossier City"">Link to Page...</a>"
Sioux City,"Sioux City, IA",42.49999,96.40031,168647,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sioux City<br><a href=""http://45.35.64.128:8000/details.html?city=Sioux City"">Link to Page...</a>"
Sioux Falls,"Sioux Falls, SD",43.5446,-96.7311,250564,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sioux Falls<br><a href=""http://45.35.64.128:8000/details.html?city=Sioux Falls"">Link to Page...</a>"
South Bend Mishawaka,"South Bend Mishawaka, IN",41.67635,86.25199,320010,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","South Bend Mishawaka<br><a href=""http://45.35.64.128:8000/details.html?city=South Bend Mishawaka"">Link to Page...</a>"
Spartanburg,"Spartanburg, SC",34.94957,-81.932,325504,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Spartanburg<br><a href=""http://45.35.64.128:8000/details.html?city=Spartanburg"">Link to Page...</a>"
Spokane Spokane Valley,"Spokane Spokane cityley, WA",47.65878,-117.426,547688,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Spokane Spokane Valley<br><a href=""http://45.35.64.128:8000/details.html?city=Spokane Spokane Valley"">Link to Page...</a>"
Springfield,"Springfield, IL",39.78172,-89.6501,210550,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Springfield<br><a href=""http://45.35.64.128:8000/details.html?city=Springfield"">Link to Page...</a>"
Springfield,"Springfield, MA",39.78172,-89.6501,630385,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Springfield<br><a href=""http://45.35.64.128:8000/details.html?city=Springfield"">Link to Page...</a>"
Springfield,"Springfield, MO",39.78172,-89.6501,455133,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Springfield<br><a href=""http://45.35.64.128:8000/details.html?city=Springfield"">Link to Page...</a>"
Springfield,"Springfield, OH",39.78172,-89.6501,135520,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Springfield<br><a href=""http://45.35.64.128:8000/details.html?city=Springfield"">Link to Page...</a>"
St. Cloud,"St. Cloud, MN",45.55795,-94.1632,194660,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","St. Cloud<br><a href=""http://45.35.64.128:8000/details.html?city=St. Cloud"">Link to Page...</a>"
St. George,"St. George, UT",37.09653,-113.568,155577,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","St. George<br><a href=""http://45.35.64.128:8000/details.html?city=St. George"">Link to Page...</a>"
St. Joseph,"St. Joseph, MO",39.76746,94.84668,127137,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","St. Joseph<br><a href=""http://45.35.64.128:8000/details.html?city=St. Joseph"">Link to Page...</a>"
St. Louis,"St. Louis, MO",38.627,90.1994,2804998,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","St. Louis<br><a href=""http://45.35.64.128:8000/details.html?city=St. Louis"">Link to Page...</a>"
State College,"State College, PA",40.79339,-77.86,160646,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","State College<br><a href=""http://45.35.64.128:8000/details.html?city=State College"">Link to Page...</a>"
Stockton Lodi,"Stockton Lodi, CA",37.9577,-121.291,724153,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Stockton Lodi<br><a href=""http://45.35.64.128:8000/details.html?city=Stockton Lodi"">Link to Page...</a>"
Sumter,"Sumter, SC",33.92044,-80.3415,107379,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Sumter<br><a href=""http://45.35.64.128:8000/details.html?city=Sumter"">Link to Page...</a>"
Syracuse,"Syracuse, NY",43.04812,-76.1474,659262,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Syracuse<br><a href=""http://45.35.64.128:8000/details.html?city=Syracuse"">Link to Page...</a>"
Tallahassee,"Tallahassee, FL",30.43826,-84.2807,377674,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tallahassee<br><a href=""http://45.35.64.128:8000/details.html?city=Tallahassee"">Link to Page...</a>"
Tampa St. Petersburg Clearwater,"Tampa St. Petersburg Clearwater, FL",27.95058,-82.4572,2978209,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tampa St. Petersburg Clearwater<br><a href=""http://45.35.64.128:8000/details.html?city=Tampa St. Petersburg Clearwater"">Link to Page...</a>"
Terre Haute,"Terre Haute, IN",39.4667,-87.4139,170642,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Terre Haute<br><a href=""http://45.35.64.128:8000/details.html?city=Terre Haute"">Link to Page...</a>"
Texarkana,"Toledo, OH",41.66394,-83.5552,605204,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Texarkana<br><a href=""http://45.35.64.128:8000/details.html?city=Texarkana"">Link to Page...</a>"
Toledo,"Topeka, KS",39.05582,-95.689,233382,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Toledo<br><a href=""http://45.35.64.128:8000/details.html?city=Toledo"">Link to Page...</a>"
Topeka,"Trenton, NJ",40.21705,-74.7429,373362,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Topeka<br><a href=""http://45.35.64.128:8000/details.html?city=Topeka"">Link to Page...</a>"
Trenton,"Tucson, AZ",32.22174,-110.926,1007257,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Trenton<br><a href=""http://45.35.64.128:8000/details.html?city=Trenton"">Link to Page...</a>"
Tucson,"Tulsa, OK",36.15398,-95.9928,977869,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tucson<br><a href=""http://45.35.64.128:8000/details.html?city=Tucson"">Link to Page...</a>"
Tulsa,"Tuscaloosa, AL",33.20984,-87.5692,239589,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tulsa<br><a href=""http://45.35.64.128:8000/details.html?city=Tulsa"">Link to Page...</a>"
Tuscaloosa,"Tyler, TX",32.35126,-95.3011,222277,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tuscaloosa<br><a href=""http://45.35.64.128:8000/details.html?city=Tuscaloosa"">Link to Page...</a>"
Tyler,"Utica Rome, NY",43.1009,-75.2327,295267,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Tyler<br><a href=""http://45.35.64.128:8000/details.html?city=Tyler"">Link to Page...</a>"
Utica Rome,"citydosta, GA",30.8327,-83.2785,143969,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Utica Rome<br><a href=""http://45.35.64.128:8000/details.html?city=Utica Rome"">Link to Page...</a>"
Valdosta,"citylejo Fairfield, CA",38.10409,-122.257,434981,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Valdosta<br><a href=""http://45.35.64.128:8000/details.html?city=Valdosta"">Link to Page...</a>"
Vallejo Fairfield,"Victoria, TX",28.80527,-97.0036,99028,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Vallejo Fairfield<br><a href=""http://45.35.64.128:8000/details.html?city=Vallejo Fairfield"">Link to Page...</a>"
Victoria,"Vineland Bridgeton, NJ",39.48638,-75.026,154952,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Victoria<br><a href=""http://45.35.64.128:8000/details.html?city=Victoria"">Link to Page...</a>"
Vineland Bridgeton,"Virginia Beach Norfolk Newport News, VA",36.85293,75.97799,1717708,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Vineland Bridgeton<br><a href=""http://45.35.64.128:8000/details.html?city=Vineland Bridgeton"">Link to Page...</a>"
Virginia Beach Norfolk Newport News,"Visalia Porterville, CA",36.33023,-119.292,458809,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Virginia Beach Norfolk Newport News<br><a href=""http://45.35.64.128:8000/details.html?city=Virginia Beach Norfolk Newport News"">Link to Page...</a>"
Visalia Porterville,"Waco, TX",31.54933,-97.1467,263009,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Visalia Porterville<br><a href=""http://45.35.64.128:8000/details.html?city=Visalia Porterville"">Link to Page...</a>"
Waco,"Warner Robins, GA",32.60861,-83.6381,188764,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Waco<br><a href=""http://45.35.64.128:8000/details.html?city=Waco"">Link to Page...</a>"
Warner Robins,"Washington Arlington Alexandria, VA",38.90719,77.03687,6090196,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Warner Robins<br><a href=""http://45.35.64.128:8000/details.html?city=Warner Robins"">Link to Page...</a>"
Washington Arlington Alexandria,"Waterloo Cedar Falls, IA",42.49279,-92.3426,170055,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Washington Arlington Alexandria<br><a href=""http://45.35.64.128:8000/details.html?city=Washington Arlington Alexandria"">Link to Page...</a>"
Waterloo Cedar Falls,"Wausau, WI",44.95914,-89.6301,135293,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Waterloo Cedar Falls<br><a href=""http://45.35.64.128:8000/details.html?city=Waterloo Cedar Falls"">Link to Page...</a>"
Wausau,"Wheeling, OH",40.06396,80.72091,143801,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Wausau<br><a href=""http://45.35.64.128:8000/details.html?city=Wausau"">Link to Page...</a>"
Wheeling,"Wichita Falls, TX",33.91371,-98.4934,150940,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Wheeling<br><a href=""http://45.35.64.128:8000/details.html?city=Wheeling"">Link to Page...</a>"
Wichita Falls,"Wichita, KS",37.68889,-97.3361,642339,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Wichita Falls<br><a href=""http://45.35.64.128:8000/details.html?city=Wichita Falls"">Link to Page...</a>"
Wichita,"Williamsport, PA",41.24119,-77.0011,115398,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Wichita<br><a href=""http://45.35.64.128:8000/details.html?city=Wichita"">Link to Page...</a>"
Williamsport,"Wilmington, NC",34.22573,-77.9447,277496,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Williamsport<br><a href=""http://45.35.64.128:8000/details.html?city=Williamsport"">Link to Page...</a>"
Wilmington,"Winchester, VA",39.18566,78.16333,134712,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Wilmington<br><a href=""http://45.35.64.128:8000/details.html?city=Wilmington"">Link to Page...</a>"
Winchester,"Winston Salem, NC",36.10396,-80.2544,658195,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Winchester<br><a href=""http://45.35.64.128:8000/details.html?city=Winchester"">Link to Page...</a>"
Winston Salem,"Worcester, MA",42.26259,71.80229,934923,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Winston Salem<br><a href=""http://45.35.64.128:8000/details.html?city=Winston Salem"">Link to Page...</a>"
Worcester,"Yakima, WA",46.60207,-120.506,248279,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Worcester<br><a href=""http://45.35.64.128:8000/details.html?city=Worcester"">Link to Page...</a>"
Yakima,"York Hanover, PA",39.9626,-76.7277,442216,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Yakima<br><a href=""http://45.35.64.128:8000/details.html?city=Yakima"">Link to Page...</a>"
York Hanover,"Youngstown Warren Boardman, OH",41.09978,80.64952,548821,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","York Hanover<br><a href=""http://45.35.64.128:8000/details.html?city=York Hanover"">Link to Page...</a>"
Youngstown Warren Boardman,"Yuba City, CA",39.14045,-121.617,170227,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Youngstown Warren Boardman<br><a href=""http://45.35.64.128:8000/details.html?city=Youngstown Warren Boardman"">Link to Page...</a>"
Yuba City,"Yuma, AZ",32.69265,-114.628,204281,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Yuba City<br><a href=""http://45.35.64.128:8000/details.html?city=Yuba City"">Link to Page...</a>"
Yuma,,,,,<br>,"<a href=""http://45.35.64.128:8000/details.html?city=",""">Link to Page...</a>","Yuma<br><a href=""http://45.35.64.128:8000/details.html?city=Yuma"">Link to Page...</a>"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
